"Price","Rooms","Distance","Car","Bathroom","BuildingArea","Landsize","YearBuilt"
"599",820000,3,8.7,4,1,176,578,2006
"600",780000,2,2.8,1,2,85,0,1997
"601",535000,2,2.8,1,1,84,0,2001
"602",450000,2,2.8,1,1,55,0,2014
"603",360000,2,2.8,0,1,66,0,1974
"604",665000,2,2.8,1,1,80,0,2004
"605",386000,1,2.8,0,1,64,0,1976
"606",659000,1,2.8,1,1,59,0,2006
"607",545000,2,2.8,1,1,67,0,2002
"608",450000,1,2.8,0,1,57,0,1960
"609",432000,1,2.8,1,1,51,0,2005
"610",750000,3,2.8,1,2,122,0,1998
"611",375000,1,2.8,0,1,47,1414,2014
"612",680000,1,2.8,2,1,102,0,1965
"613",470000,2,2.8,2,1,55,0,1917
"614",483000,2,2.8,1,1,68,0,2004
"615",7e+05,1,2.8,1,1,64,0,1920
"616",520000,2,2.8,1,1,68,4051,2005
"617",440000,1,2.8,1,1,65,0,1920
"618",733000,2,2.8,1,2,94,0,1965
"619",760000,3,2.8,1,2,89,0,1997
"620",360000,2,2.8,1,1,69,1136,2009
"621",2600000,3,4.1,1,1,133,279,1900
"622",2350000,3,4.1,2,1,132,277,1900
"623",535000,2,4.1,1,1,58,760,1930
"624",7e+05,2,4.1,1,1,67,0,1970
"625",3120000,4,4.1,1,2,100,182,1900
"626",1025000,2,4.1,0,1,73,123,1910
"627",1920000,2,4.1,0,1,82,152,1910
"628",2623000,3,4.1,2,2,212,181,2010
"629",1500000,3,4.1,1,2,165,151,1880
"630",1630000,2,4.1,0,1,113,152,1915
"631",1910000,3,4.1,3,1,125,217,1900
"632",1320000,2,11.8,1,1,115,613,1950
"633",750000,2,11.8,2,2,80,0,2003
"634",2588000,3,11.8,2,3,225,1149,1920
"635",1400000,5,11.8,2,4,25,355,1979
"636",2200000,4,11.8,2,2,199,931,1930
"637",1310000,3,11.8,2,2,148,330,2001
"638",2335000,4,11.8,2,2,170,813,1938
"639",1815000,5,11.8,0,1,207,711,1950
"640",725000,2,11.8,2,2,116,0,2005
"641",3900000,4,11.8,6,2,327,2187,1903
"642",1200000,3,11.8,2,2,152,255,2000
"643",1564000,3,11.8,2,2,117,640,1950
"644",520000,2,11.8,1,1,92,0,2005
"645",670000,3,6.9,2,2,120,0,2000
"646",1055000,3,6.9,2,2,189,0,2009
"647",348000,2,6.9,1,1,63,0,2007
"648",1780000,4,6.9,2,3,201,615,1920
"649",1440000,3,6.9,1,2,196,287,1880
"650",1225000,4,6.9,1,1,120,388,1920
"651",1445000,4,6.9,2,3,178,384,1920
"652",990000,3,6.9,2,1,107,328,1900
"653",1550000,3,6.9,3,2,258,477,2014
"654",1170000,3,6.9,1,1,102,443,1930
"655",1120000,4,6.9,1,1,138,571,1915
"656",1530000,4,6.9,1,2,152,431,1906
"657",832000,3,6.9,2,2,111,214,1997
"658",420000,2,6.9,1,1,82,0,1950
"659",2400000,4,6.9,2,4,308,636,1900
"660",565000,3,6.9,1,2,115,0,2001
"661",550000,2,6.9,1,1,85,0,1990
"662",1211000,4,6.9,3,1,146,477,1910
"663",1630000,3,6.9,0,2,199,408,1900
"664",1160000,3,6.9,1,1,133,449,1910
"665",1361500,4,6.9,2,1,145,453,1920
"666",945000,2,6.9,0,1,97,225,1890
"667",360000,1,6.9,1,1,54,0,1965
"668",860000,2,6.9,1,1,80,301,1920
"669",1637000,4,6.9,3,1,190,539,1900
"670",1505000,3,6.9,2,2,168,249,2007
"671",515000,2,6.9,1,1,111,1981,2006
"672",330000,2,6.9,1,1,39,0,2014
"673",1322000,4,6.9,1,1,192,549,1930
"674",1015000,2,6.9,1,1,125,228,1910
"675",840000,3,6.9,0,1,136,307,1910
"676",1900000,5,6.9,2,3,261,646,1925
"677",2340000,5,6.9,3,3,372,619,2009
"678",1400000,3,6.9,2,2,160,394,1890
"679",1640000,4,6.9,1,2,329,435,1920
"680",1480000,3,6.9,2,1,142,436,1910
"681",410000,2,6.9,1,1,59,0,1970
"682",980000,5,6.9,2,2,168,207,2004
"683",842500,3,6.9,1,2,156,216,1995
"684",1345000,4,6.9,2,2,193,313,1910
"685",265000,1,6.9,1,1,41,0,1970
"686",849000,2,6.9,1,1,95,345,1930
"687",1425000,3,6.9,1,1,159,526,1900
"688",1345000,3,6.9,1,2,287,310,1930
"689",330000,2,6.9,1,1,54,0,1970
"690",726000,4,6.9,1,2,145,67,2000
"691",1250000,3,6.9,1,2,222,283,2002
"692",870000,3,6.9,2,2,152,156,2000
"693",1725000,3,6.9,3,2,203,596,1950
"694",6e+05,2,6.9,1,1,81,166,1965
"695",1505000,4,6.9,2,2,164,441,1910
"696",850000,3,6.9,1,2,143,271,1915
"697",292000,1,6.9,1,1,45,0,1970
"698",1740000,5,6.9,2,1,155,739,1930
"699",470000,2,6.9,1,1,65,0,2014
"700",1130000,3,6.9,2,2,145,217,2013
"701",930000,3,6.9,1,3,132,325,1910
"702",336000,1,6.9,1,1,50,0,1980
"703",8e+05,2,6.9,2,2,120,239,1970
"704",1224000,3,14.6,3,1,143,834,1960
"705",1e+06,3,14.6,3,2,133,558,1955
"706",1300000,4,14.6,2,3,171,743,1973
"707",975000,3,14.6,2,1,121,576,1940
"708",1070000,4,14.6,1,2,140,603,1955
"709",639000,2,14.6,1,1,79,83,1960
"710",605000,2,14.6,2,1,68,180,1980
"711",960000,3,14.6,1,1,115,593,1960
"712",725000,3,14.6,1,2,137,374,1950
"713",8e+05,3,14.6,2,2,107,261,1990
"714",917000,3,14.6,2,2,152,472,2001
"715",890000,3,14.6,1,1,114,698,1960
"716",1008000,3,14.6,1,2,160,1660,1960
"717",1191000,2,14.6,2,1,97,756,1950
"718",776000,2,14.6,1,1,101,209,2002
"719",1035000,4,14.6,2,1,161,688,1950
"720",1160000,4,14.6,2,2,199,588,2011
"721",240000,1,14.6,1,1,43,0,1970
"722",1105000,4,14.6,2,2,187,220,2015
"723",826000,3,8.4,2,1,100,281,1957
"724",9e+05,3,8.4,2,2,176,194,2010
"725",962000,3,8.4,2,2,179,283,2011
"726",8e+05,2,8.4,1,1,73,244,1940
"727",710000,4,8.4,2,1,108,329,1955
"728",940000,4,8.4,1,2,172,379,1930
"729",655800,3,8.4,1,2,102,178,2009
"730",1082000,4,8.4,2,3,165,233,2011
"731",1210000,3,8.4,1,1,144,546,1920
"732",880000,3,8.4,1,1,111,557,1950
"733",335000,1,8.4,1,1,50,0,2005
"734",1260000,4,8.4,3,1,159,757,1960
"735",1400000,3,8.4,3,2,195,2522,2006
"736",995000,3,8.4,2,1,118,316,1960
"737",962000,2,8.4,1,1,94,402,1920
"738",8e+05,3,8.4,1,2,138,0,1970
"739",1305000,3,8.4,0,1,112,357,1900
"740",485000,2,8.4,1,1,65,0,2011
"741",810000,3,8.4,1,1,84,390,1970
"742",1620000,4,8.4,1,3,233,425,2015
"743",923000,3,8.4,0,1,118,221,1900
"744",1030000,2,8.4,2,1,136,470,1930
"745",1046000,3,8.4,2,2,125,284,1890
"746",740000,2,8.4,1,2,127,213,2006
"747",970000,4,8.4,1,1,151,619,1915
"748",735000,3,8.4,2,2,162,0,2007
"749",485000,2,8.4,1,1,63,0,2006
"750",950000,3,8.4,2,1,145,453,1950
"751",1280000,4,8.4,1,2,153,458,1930
"752",1040000,4,8.4,2,2,198,299,2004
"753",1115000,4,8.4,1,1,163,0,1880
"754",1176000,3,8.4,2,1,111,767,1960
"755",1265000,4,8.4,2,2,185,774,1950
"756",801000,2,8.4,1,1,106,343,1920
"757",770000,3,8.4,2,2,132,224,2015
"758",993000,3,8.4,2,2,158,348,1900
"759",650000,2,8.4,1,1,62,149,1890
"760",891500,3,8.4,0,1,130,344,1920
"761",805000,3,8.4,2,1,104,322,1930
"762",680000,2,8.4,1,1,101,229,2000
"763",793000,2,8.4,1,1,140,144,1995
"764",747000,3,8.4,2,2,170,753,2005
"765",896000,2,8.4,0,1,95,297,1900
"766",890000,2,8.4,0,1,90,168,1900
"767",930000,4,8.4,3,3,188,278,2009
"768",1151000,3,8.4,5,1,120,571,1920
"769",820000,4,8.4,2,2,204,753,2006
"770",816000,2,8.4,1,1,104,315,1930
"771",945000,3,8.4,1,2,190,487,2017
"772",643700,1,8.4,0,1,45,129,1900
"773",760000,2,8.4,2,1,109,255,1930
"774",881000,8,8.4,4,2,190,663,1920
"775",9e+05,3,8.4,2,2,168,360,2013
"776",830000,3,11.2,2,3,236,303,2013
"777",1126000,4,11.2,2,2,150,650,1960
"778",1235000,3,11.2,1,2,204,0,2009
"779",457000,2,11.2,1,1,89,0,1975
"780",660000,2,11.2,1,2,113,217,2006
"781",770000,3,11.2,1,2,145,313,2011
"782",1350000,4,11.2,2,3,242,747,1985
"783",820000,3,11.2,1,2,180,229,2012
"784",991000,3,11.2,1,1,139,716,1950
"785",657000,2,11.2,1,2,104,268,1950
"786",710000,3,11.2,1,2,140,317,1950
"787",840000,3,11.2,2,2,180,374,1990
"788",1400000,5,11.2,2,2,290,650,2005
"789",1080000,4,11.2,2,3,162,539,1976
"790",1015000,3,11.2,1,1,125,643,1950
"791",1245000,4,11.2,3,3,225,0,1950
"792",1105000,3,11.2,1,1,119,643,1950
"793",2920000,4,2.3,4,3,276,310,1880
"794",540000,2,2.3,1,1,65,0,1970
"795",726000,2,2.3,1,1,64,0,1970
"796",1340000,3,2.3,0,1,129,83,1980
"797",1105000,2,2.3,1,2,119,88,2010
"798",841000,2,2.3,1,1,0,215,2000
"799",528500,2,2.3,1,1,74,0,1960
"800",410000,1,2.3,1,1,55,1045,2011
"801",550000,2,2.3,2,1,54,0,1975
"802",470000,2,2.3,1,1,57,0,2006
"803",640000,2,2.3,1,2,84,0,2006
"804",720000,2,2.3,1,2,98,0,1998
"805",1325000,3,2.3,1,2,139,97,2011
"806",368000,1,2.3,1,1,52,0,2003
"807",450000,2,2.3,1,1,71,1588,1970
"808",1385000,3,2.3,0,2,150,118,1890
"809",990000,2,2.3,1,2,120,584,2008
"810",606000,2,2.3,2,1,84,0,2000
"811",450000,1,2.3,1,1,60,0,2012
"812",1470000,3,2.3,0,1,93,232,1930
"813",1010000,2,2.3,0,2,100,109,1900
"814",1266000,2,2.3,0,1,106,161,1960
"815",620000,2,2.3,2,1,69,0,2004
"816",630000,2,2.3,1,1,75,0,2002
"817",560000,2,2.3,1,1,68,2300,1975
"818",665500,2,2.3,1,2,96,0,2012
"819",550055,2,2.3,2,1,65,1004,1971
"820",358000,1,2.3,1,1,43,649,1970
"821",320000,1,2.3,1,1,45,0,1975
"822",1e+06,3,2.3,1,2,170,61,1920
"823",598000,2,2.3,1,1,85,0,2005
"824",885000,2,2.3,1,1,73,111,1880
"825",587134,2,2.3,1,1,1,0,1970
"826",1286000,2,5.5,1,1,108,245,1890
"827",1200000,3,5.5,1,1,125,215,1920
"828",1382500,3,5.5,2,2,188,286,2007
"829",1600000,4,5.5,1,2,179,464,1910
"830",1710000,3,5.5,1,1,160,247,1890
"831",2e+06,6,5.5,2,2,257,772,1992
"832",583000,2,5.5,1,2,69,0,2011
"833",650000,2,5.5,2,2,100,55,2013
"834",1700000,4,5.5,1,2,218,415,1900
"835",1575000,2,5.5,3,1,126,607,1945
"836",950000,2,5.5,1,1,73,191,1920
"837",1655000,3,5.5,3,1,101,472,1924
"838",1255000,3,5.5,1,2,156,259,1910
"839",1020000,2,5.5,2,1,115,347,1935
"840",435000,1,5.5,2,1,55,0,1970
"841",790000,2,5.5,1,1,78,136,2000
"842",605000,2,5.5,2,1,65,0,2000
"843",385000,1,5.5,0,1,41,0,1970
"844",1190000,3,5.5,1,1,125,445,1920
"845",865000,3,5.5,2,1,108,184,2006
"846",2175000,4,5.5,1,2,186,573,1890
"847",312000,1,5.5,1,1,39,0,1960
"848",890000,2,5.5,1,1,92,225,1910
"849",2700000,5,5.5,3,3,331,490,1920
"850",1101000,2,5.5,0,1,99,229,1910
"851",1050000,3,5.5,0,1,106,158,1910
"852",1010000,3,5.5,1,1,124,178,2000
"853",1900000,3,5.5,1,1,174,522,1910
"854",888000,2,5.5,1,1,102,190,1985
"855",1020000,2,5.5,1,1,97,354,1920
"856",844000,2,5.5,1,1,106,174,1995
"857",9e+05,3,5.5,2,2,138,608,2012
"858",1300000,3,5.5,1,1,135,328,1920
"859",810000,3,5.5,2,1,119,150,2000
"860",701000,2,5.5,1,1,109,0,2000
"861",665000,2,5.5,1,1,76,120,1975
"862",2315000,3,5.5,2,1,143,899,1960
"863",1170000,2,5.5,3,1,93,453,1920
"864",1715000,3,5.5,1,1,143,407,1900
"865",422000,1,5.5,1,1,40,0,1970
"866",1474000,3,5.5,0,1,131,304,1910
"867",1035000,2,5.5,2,1,102,243,1890
"868",460000,2,5.5,1,1,65,0,2009
"869",1760000,3,5.5,2,2,180,403,1920
"870",1095000,2,5.5,2,1,86,306,1910
"871",1225000,3,5.5,2,1,135,307,1910
"872",1211000,2,5.5,1,1,100,178,1900
"873",770000,2,5.5,1,1,115,129,1975
"874",1e+06,3,5.5,1,1,131,440,1930
"875",1050000,2,5.5,2,1,100,301,1925
"876",1700000,5,5.5,1,3,265,450,1930
"877",2160000,3,5.5,1,2,90,338,1920
"878",4e+05,1,5.5,1,1,43,0,2014
"879",1420000,4,5.5,1,1,137,465,1890
"880",1950000,4,5.5,1,2,140,489,1910
"881",1820000,5,5.5,2,3,230,344,1939
"882",1080000,3,5.5,1,1,130,348,1910
"883",570000,2,5.5,1,1,10,0,1970
"884",1340000,2,5.5,1,1,108,297,1910
"885",2340000,4,5.5,3,2,231,824,1920
"886",1634000,2,5.5,2,1,109,376,1920
"887",910000,2,5.5,1,1,81,150,1995
"888",1650000,4,5.5,1,1,168,382,1970
"889",1510000,3,5.5,3,1,165,327,1900
"890",865000,4,11.5,2,1,160,696,1955
"891",476000,2,11.5,1,1,85,189,1995
"892",706000,3,11.5,0,1,111,715,1960
"893",920000,4,11.5,2,2,179,780,1965
"894",522000,2,11.5,1,1,91,161,2012
"895",690000,4,11.5,1,1,137,553,1960
"896",770000,3,11.5,2,2,138,272,2012
"897",1100000,5,11.5,4,2,223,783,1950
"898",475000,2,11.5,1,1,113,118,2010
"899",651000,3,11.5,2,2,113,198,2009
"900",815500,3,11.5,2,2,165,790,1940
"901",770000,3,11.5,2,2,173,382,1960
"902",585500,2,11.5,1,1,86,161,2013
"903",840000,4,11.5,2,1,196,704,1960
"904",470000,2,11.5,1,1,76,138,2009
"905",810000,3,11.5,3,1,93,763,1960
"906",855333,4,11.5,2,1,183,694,1974
"907",9e+05,5,11.5,2,2,260,568,1995
"908",875000,3,14.7,1,2,105,258,1999
"909",651000,4,14.7,2,2,189,214,2010
"910",802000,3,14.7,2,1,120,533,1960
"911",9e+05,5,14.7,2,2,239,558,1987
"912",1e+06,3,14.7,2,2,120,575,1960
"913",801347,4,14.7,1,2,164,567,1970
"914",921000,3,14.7,2,1,129,535,1970
"915",1900000,6,14.7,6,2,181,1200,1970
"916",752500,2,14.7,1,1,112,308,1950
"917",1067000,3,14.7,2,1,122,648,1940
"918",1260500,3,14.7,1,1,107,774,1950
"919",850500,3,14.7,2,1,118,531,1962
"920",1068000,3,14.7,2,2,172,609,1970
"921",937500,4,14.7,2,2,226,539,1993
"922",1126000,4,14.7,2,2,242,530,1980
"923",778000,2,14.7,1,1,89,806,1965
"924",1230000,4,2.6,2,2,249,357,2009
"925",1805000,2,2.6,1,1,102,187,1890
"926",2200000,2,2.6,1,2,172,190,1875
"927",1265000,2,2.6,0,1,102,70,1890
"928",1928000,4,2.6,0,1,186,194,1890
"929",526000,1,2.6,1,1,50,2488,1995
"930",2236000,3,2.6,1,2,196,154,1890
"931",1403000,3,2.6,2,2,132,2401,1980
"932",1120000,3,9.9,2,1,141,50,1950
"933",770000,3,9.9,4,1,120,560,1960
"934",975000,4,9.9,1,1,159,733,1960
"935",780000,3,9.9,1,1,115,446,1950
"936",6e+05,3,9.9,1,1,124,204,2008
"937",955000,4,9.9,2,2,135,686,1950
"938",1196000,4,9.9,2,2,281,559,1997
"939",731000,3,9.9,2,1,111,568,1960
"940",585000,3,9.9,1,1,98,180,2009
"941",480000,2,9.9,1,1,94,113,1988
"942",605000,4,9.9,1,2,157,215,1990
"943",738000,3,9.9,1,1,106,821,1974
"944",386000,2,9.9,1,1,91,110,2013
"945",750000,3,9.9,2,2,146,540,1999
"946",822000,4,9.9,2,2,194,250,1983
"947",430000,3,9.9,1,2,106,146,2006
"948",1350000,4,9.9,2,2,287,646,1995
"949",474000,2,4.5,1,1,50,443,1970
"950",585000,2,4.5,1,1,87,0,1960
"951",1106000,2,4.5,1,1,135,0,2005
"952",1590000,2,4.5,2,1,107,308,1930
"953",1055000,2,4.5,0,1,85,203,1900
"954",1100000,3,4.5,1,1,99,111,2001
"955",530000,2,4.5,1,1,76,0,1888
"956",1500000,2,4.5,2,1,108,222,1930
"957",841000,2,4.5,1,2,101,0,1850
"958",570000,2,4.5,1,1,78,0,2004
"959",560000,2,4.5,1,1,71,0,2000
"960",815000,2,4.5,0,1,71,96,1880
"961",910000,2,4.5,1,1,71,183,1930
"962",1450000,3,4.5,3,2,98,1958,1995
"963",1540000,2,4.5,1,2,104,113,1945
"964",1811000,3,4.5,1,2,125,273,1890
"965",1180000,2,4.5,0,1,215,214,1900
"966",1720000,3,4.5,2,2,200,183,1999
"967",1050000,3,4.5,1,2,130,8216,1995
"968",1582000,2,4.5,0,1,122,214,1915
"969",681000,2,4.5,1,2,95,0,1995
"970",1305000,2,4.5,1,1,79,131,1900
"971",1255000,3,4.5,1,1,124,231,1910
"972",2180000,3,4.5,2,2,153,238,1890
"973",1720000,3,4.5,1,2,163,272,1900
"974",1220000,3,4.5,1,2,100,112,1900
"975",1612000,3,4.5,0,2,139,146,1900
"976",1250000,3,8.8,2,1,141,644,1980
"977",930000,4,8.8,2,2,180,604,1920
"978",751000,3,8.8,0,1,3,148,1950
"979",715000,2,8.8,1,1,121,132,2009
"980",837000,2,8.8,3,1,96,581,1950
"981",950000,3,8.8,2,1,180,563,1918
"982",496000,3,8.8,1,1,98,266,1990
"983",850000,2,8.8,1,1,102,356,1940
"984",540000,2,8.8,2,1,97,250,2005
"985",1150000,3,8.8,2,1,143,566,1910
"986",615000,3,8.8,2,1,87,493,1950
"987",735000,3,8.8,2,1,94,369,1950
"988",810000,4,8.8,2,2,151,1034,1950
"989",6e+05,2,8.8,2,1,106,220,2005
"990",1650000,3,8.8,2,1,129,452,1890
"991",6e+05,3,8.8,3,1,101,503,1950
"992",722000,2,8.8,1,1,88,400,1955
"993",1260000,4,8.8,2,3,150,654,1950
"994",485000,2,8.8,1,1,73,117,1965
"995",690000,3,8.8,1,1,92,594,1960
"996",1065000,2,8.8,3,1,114,507,1910
"997",1200000,3,8.8,1,1,120,847,1965
"998",530000,2,8.8,1,1,74,106,1970
"999",9e+05,3,8.8,1,1,147,472,1965
"1000",7e+05,2,8.8,1,1,85,214,1910
"1001",920000,2,8.8,2,2,97,516,1935
"1002",980000,3,8.8,1,2,121,479,1930
"1003",886000,2,8.8,2,1,92,467,1950
"1004",1080000,3,8.8,1,1,189,487,1925
"1005",1400000,4,8.8,2,2,217,559,1925
"1006",660000,2,8.8,1,1,90,113,2013
"1007",436000,2,8.8,1,1,65,0,1980
"1008",876000,2,8.8,2,1,85,479,1950
"1009",910000,2,8.8,1,2,103,352,1950
"1010",714000,3,8.8,2,2,115,185,2005
"1011",770000,2,8.8,1,2,129,76,2013
"1012",810000,3,8.8,1,1,97,421,1930
"1013",1127000,3,8.8,2,2,140,590,1940
"1014",780000,2,8.8,1,1,72,310,1950
"1015",986000,2,8.8,1,1,139,472,1940
"1016",760000,4,8.8,7,8,280,1254,1928
"1017",1123000,3,8.8,2,1,506,504,1950
"1018",3e+05,1,8.8,1,1,67,0,2005
"1019",890000,2,8.8,3,1,95,493,1950
"1020",425000,2,8.8,1,2,69,1485,2010
"1021",515000,2,8.8,1,1,60,187,2005
"1022",1040000,3,8.8,2,1,121,399,1940
"1023",890000,3,8.8,2,1,100,495,1950
"1024",790000,2,8.8,1,1,100,266,1925
"1025",860000,2,8.8,1,2,138,415,1925
"1026",630000,2,8.8,1,1,82,372,1940
"1027",875000,4,8.8,2,1,147,400,1940
"1028",923000,3,8.8,0,1,118,333,1920
"1029",920000,4,8.8,1,1,184,396,1920
"1030",871000,4,8.8,1,2,150,561,1950
"1031",950000,4,8.8,1,2,140,243,2005
"1032",870000,4,8.8,2,1,117,400,1890
"1033",1186000,3,8.8,1,1,83,713,1960
"1034",610000,2,8.8,1,1,79,126,1970
"1035",1162500,3,8.8,2,2,123,463,1920
"1036",1142500,4,8.8,2,1,160,560,1970
"1037",930000,3,8.8,2,1,143,679,1950
"1038",875000,3,8.8,1,2,119,650,1950
"1039",840000,4,8.8,2,1,120,390,1950
"1040",750000,3,8.8,2,3,127,0,2005
"1041",750000,4,8.8,2,2,150,500,1950
"1042",475000,3,11.2,1,1,107,191,1990
"1043",415000,2,11.2,1,1,84,189,2012
"1044",731000,3,11.2,2,1,138,779,1950
"1045",352000,2,11.2,1,1,62,117,2012
"1046",723000,3,11.2,1,1,86,535,1950
"1047",336000,2,11.2,1,1,67,99,1970
"1048",685000,3,11.2,1,1,85,1262,1955
"1049",1025000,3,11.2,2,2,272,676,1950
"1050",490000,2,11.2,1,1,84,91,2014
"1051",805000,3,11.2,2,1,118,227,1930
"1052",1005000,3,11.2,4,2,467,466,1930
"1053",535000,2,11.2,1,1,92,234,2014
"1054",8e+05,3,11.2,5,1,170,4679,1975
"1055",510000,3,11.2,2,1,135,543,1965
"1056",651000,3,11.2,3,2,114,649,1950
"1057",365000,2,11.2,1,1,83,360,1960
"1058",405000,2,11.2,1,1,94,171,2009
"1059",620500,3,11.2,1,2,117,158,2011
"1060",260000,1,11.2,1,1,80,141,2000
"1061",625000,3,11.2,1,2,186,267,2003
"1062",427500,2,11.2,1,1,84,146,1980
"1063",851000,4,11.2,2,2,244,581,2006
"1064",998000,3,11.2,3,2,153,479,1950
"1065",1030000,4,11.2,3,2,190,630,1935
"1066",410000,2,11.2,1,1,61,180,2004
"1067",1015000,4,11.2,1,1,135,518,1920
"1068",915000,3,11.2,2,3,153,618,1960
"1069",380000,2,11.2,1,1,70,149,1980
"1070",530000,3,11.2,1,2,130,229,2008
"1071",592000,3,11.2,1,1,160,270,2016
"1072",440000,2,11.2,2,1,83,132,1980
"1073",650000,3,11.2,3,1,114,620,1960
"1074",416000,2,11.2,1,1,70,159,2000
"1075",301000,3,11.2,1,1,63,0,1970
"1076",865000,3,11.2,3,1,110,560,1950
"1077",650000,3,11.2,1,1,98,700,1950
"1078",401000,2,11.2,1,1,77,184,1965
"1079",491000,2,11.2,1,1,93,168,1970
"1080",810000,3,11.2,2,1,558,564,1960
"1081",555000,2,11.2,2,1,92,229,1970
"1082",350000,2,11.2,1,1,72,0,2016
"1083",540000,3,11.2,2,2,146,215,2003
"1084",682000,3,11.2,1,1,103,750,1970
"1085",380000,2,11.2,1,1,85,83,2010
"1086",350000,1,11.2,2,1,45,96,2009
"1087",750000,4,11.2,4,2,197,820,1965
"1088",495000,2,11.2,1,1,73,96,2013
"1089",5e+05,3,11.2,1,1,109,359,1960
"1090",350000,2,11.2,1,1,67,102,1970
"1091",335000,2,11.2,1,1,54,0,2012
"1092",546000,3,11.2,2,1,84,592,1960
"1093",4e+05,3,11.2,1,1,97,172,1970
"1094",360000,2,11.2,1,1,65,132,2010
"1095",410000,3,11.2,1,1,105,250,1960
"1096",836000,2,11.2,1,1,121,931,1970
"1097",440000,2,11.2,2,1,83,132,1980
"1098",376000,2,11.2,1,1,77,104,1970
"1099",323000,2,11.2,1,1,65,0,1960
"1100",680000,3,11.2,4,1,146,527,1965
"1101",530000,2,11.2,1,1,106,0,2007
"1102",786000,4,11.2,1,3,174,595,2013
"1103",390000,2,11.2,1,1,74,122,1980
"1104",650000,3,11.2,2,1,92,468,1960
"1105",8e+05,3,11.2,3,2,159,574,1955
"1106",330000,2,11.2,1,1,64,90,1970
"1107",539000,3,11.2,1,1,114,474,1960
"1108",622500,3,11.2,1,1,94,456,1960
"1109",767500,4,11.2,2,2,129,834,2017
"1110",780000,3,11.2,2,1,125,464,1920
"1111",668000,3,11.2,1,2,149,618,1965
"1112",470000,3,11.2,2,1,97,159,1970
"1113",655000,3,11.2,2,2,137,456,1970
"1114",440000,2,11.2,1,1,93,183,1980
"1115",703000,3,11.2,1,2,120,597,1960
"1116",424000,2,11.2,1,1,81,141,1980
"1117",613000,3,11.2,2,1,149,745,1985
"1118",475000,3,11.2,1,1,133,535,1970
"1119",950000,3,11.2,2,2,120,565,1920
"1120",730000,4,11.2,2,1,152,770,1970
"1121",905000,3,11.2,2,1,121,950,1960
"1122",480000,2,11.2,1,2,145,145,2010
"1123",767000,3,11.2,2,1,96,561,1950
"1124",450000,3,11.2,2,1,108,179,2002
"1125",921500,3,11.2,1,2,177,527,1950
"1126",490000,2,11.2,1,1,91,126,2013
"1127",787000,3,11.2,1,1,118,563,1940
"1128",3e+05,2,11.2,1,1,55,0,2014
"1129",335000,2,11.2,1,1,54,0,2012
"1130",475000,3,11.2,2,1,100,521,2010
"1131",440000,2,11.2,1,1,87,153,2007
"1132",216000,1,11.2,1,1,45,0,1970
"1133",220000,1,11.2,1,1,45,0,1970
"1134",340000,2,11.2,1,1,80,151,1975
"1135",395000,1,11.2,1,1,50,94,2014
"1136",790000,2,11.2,1,1,97,585,1950
"1137",601000,3,11.2,2,1,102,460,1965
"1138",3e+05,2,11.2,1,1,62,87,1970
"1139",420000,2,11.2,2,1,107,153,2003
"1140",885000,4,11.2,3,2,262,936,1985
"1141",815000,3,11.2,2,1,557,550,1965
"1142",882500,3,11.2,2,2,135,681,1940
"1143",793000,3,11.2,2,1,128,589,1950
"1144",550000,3,11.2,2,2,128,260,2006
"1145",433000,2,11.2,1,1,72,236,2012
"1146",680000,2,11.2,1,1,92,750,1960
"1147",851000,3,11.2,1,1,101,826,1960
"1148",1025000,3,11.2,4,1,134,670,1935
"1149",784000,3,11.2,2,1,162,602,1970
"1150",1186000,4,11.2,2,1,188,895,1940
"1151",885000,4,11.2,2,2,141,508,1950
"1152",718500,3,11.2,6,1,133,807,1975
"1153",762500,5,11.2,2,2,285,548,1990
"1154",610000,2,11.2,2,1,103,383,1970
"1155",680000,4,11.2,2,1,134,561,1960
"1156",390000,2,11.2,1,1,65,133,2012
"1157",937000,2,2.6,1,1,103,125,1950
"1158",1260000,3,2.6,0,1,81,203,1900
"1159",795250,2,2.6,2,1,85,0,1997
"1160",582000,2,2.6,1,1,75,0,2001
"1161",370000,1,2.6,1,1,38,502,1950
"1162",421000,1,2.6,1,1,57,8223,2012
"1163",3200000,5,2.6,3,3,260,618,1890
"1164",479000,2,2.6,1,1,62,0,1970
"1165",655000,2,2.6,1,1,69,1725,2005
"1166",561000,2,2.6,1,1,66,2571,2013
"1167",635000,2,2.6,1,2,76,2740,2003
"1168",1010000,3,2.6,1,1,105,199,1900
"1169",1025000,2,2.6,1,1,92,169,1900
"1170",550000,2,2.6,2,1,68,0,2000
"1171",1375000,4,2.6,2,2,158,58,2007
"1172",1506000,2,2.6,1,2,131,220,1920
"1173",1350000,3,2.6,2,1,116,332,1940
"1174",405000,1,2.6,1,1,53,7455,2005
"1175",327000,1,2.6,1,1,43,0,2012
"1176",1474000,3,2.6,0,1,94,238,1900
"1177",1555000,3,2.6,0,1,115,250,1900
"1178",5e+05,1,2.6,1,1,52,0,2013
"1179",345000,1,2.6,1,1,45,8223,2012
"1180",1275000,3,2.6,2,1,128,204,1900
"1181",1150000,3,2.6,0,1,92,176,1900
"1182",950000,4,2.6,0,1,124,254,1890
"1183",270000,2,2.6,1,1,60,0,2004
"1184",439000,1,2.6,1,1,56,3516,2011
